date,NA,Nafire,TA,Tafire
3/25/80,3.124556771,3.686728906,3.20768342,3.501473264
3/26/80,3.058686719,3.633953646,3.142834635,3.442049045
3/27/80,2.999880903,3.600295833,3.085551128,3.395307726
3/28/80,2.945138715,3.555291233,3.031665451,3.343849392
3/29/80,2.930474219,3.829619444,3.021183073,3.464752778
3/30/80,2.965081076,3.84445434,3.060512587,3.521302778
3/31/80,3.000805122,3.688782726,3.100683941,3.473276128
4/1/80,2.929665104,3.405127691,3.026852517,3.281915451
4/2/80,2.960493837,3.324449826,3.116054861,3.261901997
4/3/80,2.919807899,3.18407691,3.005857292,3.159728993
4/4/80,2.786405556,3.157305035,2.893078906,3.064686806
4/5/80,2.737533681,3.168622483,2.846203299,3.043672396
4/6/80,11.34038411,13.73634957,13.58312222,12.76807865
4/7/80,4.584848351,4.94841276,4.796467361,4.911736285
4/8/80,4.043985156,4.235358247,4.134080122,4.24357691
4/9/80,4.116092274,4.150296267,4.067452865,4.222147222
4/10/80,3.721973351,4.095820399,3.775802604,3.988620052
4/11/80,3.613193142,4.94069401,4.606183247,4.238671441
4/12/80,3.609125,5.913236198,3.891896441,4.656255816
4/13/80,3.702367274,6.129720052,3.982345747,5.518917535
4/14/80,3.951763021,6.103815972,4.282986545,5.181138715
4/15/80,4.355821528,6.698080729,4.680024826,5.727333941
4/16/80,4.950543316,7.500474132,5.253427517,6.634048958
4/17/80,6.894614323,8.974247569,6.369967274,9.111191059
4/18/80,6.937199479,11.84924384,7.030624566,9.833412153
4/19/80,7.859197396,13.74943759,8.013847743,12.02746233
4/20/80,10.39840998,14.7893349,10.61162014,13.002275
4/21/80,11.17427752,15.97426684,12.70470929,14.70956997
4/22/80,9.070961024,12.5607862,9.604100955,11.4703954
4/23/80,8.147464497,11.03815668,8.541705295,9.833714583
4/24/80,10.96113281,13.14117752,11.04793941,12.46544384
4/25/80,11.75635477,13.22391484,12.20097057,12.74218021
4/26/80,9.797925087,11.95405521,10.18742066,11.42380417
4/27/80,10.21255625,12.477848,10.6949533,11.96542231
4/28/80,11.07745799,13.43858073,11.51074054,12.98045373
4/29/80,12.42482448,14.99435009,12.93889436,14.4569513
4/30/80,13.40758498,15.5302875,13.91465495,15.04263741
5/1/80,14.05327083,15.32942847,14.44100035,15.02879444
5/2/80,14.22870087,15.03088212,14.56726736,15.80002847
5/3/80,14.27506528,14.72451319,14.54742543,14.78371962
5/4/80,14.87027344,15.09485295,15.13610764,15.0760605
5/5/80,15.55700972,15.83873507,15.85746319,15.92753568
5/6/80,16.02672274,15.62607561,16.39316363,15.79241806
5/7/80,16.62885859,16.14757648,16.98493898,16.4851217
5/8/80,16.57115755,15.72630877,16.94636441,16.05666788
5/9/80,16.99897604,15.74518698,17.30128134,16.12829314
5/10/80,16.51141398,16.38478585,16.8268908,16.27874332
5/11/80,12.00822526,10.81069167,12.20034427,11.12873238
5/12/80,10.60815686,9.670387413,10.24003568,9.941850434
5/13/80,8.73631033,9.020505903,8.872539497,8.736268576
5/14/80,8.436259722,9.394894618,8.574763889,8.761182986
5/15/80,9.003676997,9.257368837,9.130914497,9.12741059
5/16/80,9.101945486,9.019378559,9.240867188,9.105097309
5/17/80,9.763671441,9.595807813,9.893633073,9.723414323
5/18/80,10.74467491,10.5797645,10.89548845,10.69685816
5/19/80,11.56154323,12.63833142,11.68402309,11.78432509
5/20/80,12.47819219,12.029673,12.57201675,12.15422925
5/21/80,14.2605362,12.89761936,14.34584418,13.13213958
5/22/80,14.15121319,12.65684627,14.21703247,13.02333116
5/23/80,14.19185174,13.08502813,14.27186944,13.52875469
5/24/80,11.08395234,9.893419792,11.10535608,10.3325151
5/25/80,9.005640538,8.319939063,9.008628733,8.546491146
5/26/80,7.569211632,6.99747908,7.579621788,7.214581337
5/27/80,6.855083941,6.226492188,6.845796615,6.49111441
5/28/80,6.663263976,6.109337587,6.659439583,6.350682813
5/29/80,6.63629349,6.109154774,6.640734028,6.327713889
5/30/80,7.114985764,6.669299045,7.123969531,6.86417717
5/31/80,7.736323698,7.368565885,7.751312066,7.536650694
6/1/80,8.858918837,8.353619444,8.877777865,8.510170139
6/2/80,9.582470399,8.843392188,9.602093403,8.991481597
6/3/80,10.00686623,8.815341753,10.03108212,8.952567361
6/4/80,8.67403559,7.497985851,8.701280295,7.635858073
6/5/80,9.171748264,9.984522483,9.200629253,9.404815017
6/6/80,10.55588602,10.33969106,10.60730373,10.4222388
6/7/80,6.812367882,6.727821615,6.851689497,6.846217535
6/8/80,7.090499045,7.126531163,7.12500434,7.161365972
6/9/80,7.388073785,8.205925,7.422990972,8.218340451
6/10/80,7.797852517,8.685474913,7.829653993,8.690363455
6/11/80,8.152217622,8.490629514,8.185290885,8.491685764
6/12/80,8.041927517,8.400377691,8.074302257,8.401394444
6/13/80,8.006977604,8.178391406,8.04146033,8.178316927
6/14/80,7.806676042,7.939752257,7.838711111,7.938876563
6/15/80,7.637931076,7.859740191,7.674279167,7.855600955
6/16/80,8.078985417,8.321283073,8.112507813,8.310527604
6/17/80,8.686247917,8.654194792,8.719689063,8.631343229
6/18/80,8.884282378,9.016244792,8.920499566,8.979106771
6/19/80,9.802128646,9.532152951,9.836832552,9.483238194
6/20/80,10.44335026,9.172217708,10.48054132,9.113875694
6/21/80,10.04064592,9.106488715,10.07521441,9.041875781
6/22/80,9.409570399,8.981892969,9.447042448,8.908813108
6/23/80,9.112164931,8.793662674,9.144457292,8.716409722
6/24/80,8.587514497,8.352205469,8.624043142,8.266760938
6/25/80,8.358028385,8.281221181,8.390063455,8.193977865
6/26/80,8.318984375,8.175908767,8.354561719,8.083548958
6/27/80,8.143831944,8.102385417,8.175702257,8.009064149
6/28/80,8.296084288,8.434387587,8.330607639,8.337007205
6/29/80,8.396083854,8.569613542,8.427815365,8.471269444
6/30/80,8.454184375,8.627251389,8.487924566,8.526046615
7/1/80,8.244269358,8.394548003,8.275646528,8.293575694
7/2/80,9.681066146,10.24047917,9.711741406,9.887451302
7/3/80,14.71734401,15.33948203,14.82637813,15.21606554
7/4/80,8.512096441,8.985674479,8.545923524,8.731677951
7/5/80,7.198461111,7.487377083,7.232608681,7.308461198
7/6/80,6.820061806,7.096792535,6.853157639,6.930533594
7/7/80,6.615018403,6.867210503,6.647308507,6.708083507
7/8/80,6.188728993,6.567446528,6.220397309,6.41151875
7/9/80,5.842847743,6.273530295,5.873465451,6.12210625
7/10/80,5.62630408,6.063526128,5.656359809,5.914152517
7/11/80,5.336011372,5.757048872,5.365282813,5.610708594
7/12/80,5.062350087,5.41362092,5.091015538,5.268971094
7/13/80,4.833556858,5.228703819,4.861640017,5.086176649
7/14/80,4.619626736,5.015489149,4.648143229,4.874891667
7/15/80,4.018116059,4.386359115,4.045265972,4.247022135
7/16/80,3.581005729,3.911206858,3.607905122,3.773224045
7/17/80,3.135219705,3.450043142,3.161800868,3.313786892
7/18/80,2.94659783,3.251028038,2.972387934,3.115607986
7/19/80,2.806947135,3.092238455,2.832275694,2.958019097
7/20/80,2.65448151,2.918396181,2.678100434,2.785500521
7/21/80,2.50521059,2.759707031,2.530188194,2.628080903
7/22/80,2.32914974,2.570115799,2.351971962,2.440719531
7/23/80,2.215009288,2.442640191,2.240011719,2.313151389
7/24/80,2.091517188,2.331763281,2.113758247,2.204594618
7/25/80,1.959508507,2.21268125,1.98357092,2.085267708
7/26/80,1.849672049,2.114470313,1.871457205,1.988977431
7/27/80,1.74856658,2.026424653,1.771445226,1.901175521
7/28/80,1.67315191,1.947513976,1.694399913,1.823860503
7/29/80,1.586968229,1.87679375,1.60888316,1.753621007
7/30/80,1.511629167,1.794510069,1.532399826,1.672666667
7/31/80,1.448374913,1.734982031,1.46929566,1.613766059
8/1/80,1.394687847,1.670948003,1.414749826,1.550930469
8/2/80,1.327157813,1.605518056,1.347183681,1.486613194
8/3/80,1.273161545,1.550782639,1.292659288,1.432339323
8/4/80,1.222709809,1.500039757,1.241260764,1.382456337
8/5/80,1.174313021,1.452630382,1.192959896,1.335877517
8/6/80,1.12948559,1.408089583,1.148045573,1.292273351
8/7/80,1.087523351,1.365903906,1.10517717,1.250892274
8/8/80,1.048351823,1.326615017,1.065931163,1.212661892
8/9/80,1.011342448,1.289560503,1.029308854,1.176249479
8/10/80,0.976182639,1.254076823,0.993056684,1.141580556
8/11/80,0.9439625,1.221153646,0.960636806,1.109677517
8/12/80,0.912396875,1.188979774,0.928953819,1.078931163
8/13/80,0.882661632,1.158525694,0.898601302,1.04850191
8/14/80,0.856010503,1.130292448,0.871337413,1.021107118
8/15/80,0.828813194,1.102000521,0.844260851,0.994323958
8/16/80,0.805494444,1.07675434,0.820619358,0.969279774
8/17/80,0.780990799,1.051432552,0.795736545,0.945563802
8/18/80,0.755420747,1.025062413,0.76984375,0.919168837
8/19/80,0.734593663,1.002797656,0.748815799,0.898443316
8/20/80,0.713652604,0.98022934,0.727602778,0.87588967
8/21/80,0.692424913,0.957872049,0.706115538,0.855034375
8/22/80,0.671781771,0.935805903,0.685213976,0.833024653
8/23/80,0.653543403,0.91612309,0.666694618,0.814765972
8/24/80,0.639027865,0.89599566,0.65220842,0.794771701
8/25/80,0.620734201,0.881600868,0.633404688,0.781709635
8/26/80,0.60902066,0.863714583,0.621738542,0.763954253
8/27/80,0.587460069,0.844425608,0.599664497,0.746027344
8/28/80,0.570871528,0.823290451,0.582875087,0.724992622
8/29/80,0.561032378,0.814454514,0.572770747,0.717486024
8/30/80,0.541832552,0.790708073,0.553420833,0.693898698
8/31/80,0.52792526,0.778881684,0.539311545,0.683326042
9/1/80,0.517054688,0.763234288,0.528248003,0.667900955
9/2/80,0.499572396,0.747244965,0.510562587,0.65299158
9/3/80,0.489135156,0.733466319,0.499913194,0.639472483
9/4/80,0.473624306,0.717764757,0.484200347,0.624890365
9/5/80,0.464120313,0.705552431,0.474518056,0.612940972
9/6/80,0.449078906,0.690015625,0.459301736,0.598428819
9/7/80,0.441220226,0.678530035,0.451276042,0.587219705
9/8/80,0.427159462,0.663375781,0.437050521,0.573066406
9/9/80,0.955683941,1.797009635,1.016038021,1.443189583
9/10/80,0.422277691,0.657432118,0.432411372,0.567466927
9/11/80,0.418717361,0.649642274,0.428697569,0.560540365
9/12/80,0.402562153,0.636795747,0.412382118,0.54812717
9/13/80,0.399026649,0.626657552,0.40870217,0.538935764
9/14/80,0.386327951,0.616387326,0.395859028,0.529069531
9/15/80,0.379203906,0.604495486,0.388610851,0.518075955
9/16/80,0.367303038,0.59268941,0.376605035,0.506647917
9/17/80,0.362560069,0.585042882,0.371682639,0.499875955
9/18/80,0.349713542,0.571774306,0.35870408,0.48696849
9/19/80,0.345935417,0.567218663,0.354784896,0.483249045
9/20/80,0.335464323,0.555650694,0.344186285,0.472074913
9/21/80,0.33102717,0.547578733,0.339658854,0.464792882
9/22/80,0.318836285,0.535122656,0.327286285,0.452701302
9/23/80,0.31487309,0.531382899,0.323186545,0.449678125
9/24/80,0.30397092,0.518003733,0.312142188,0.436663455
9/25/80,0.298204427,0.511274653,0.306259462,0.430638542
9/26/80,0.289698003,0.501552865,0.297606337,0.421319618
9/27/80,0.283335677,0.494060938,0.291107465,0.414463021
9/28/80,0.276776997,0.485565799,0.28444158,0.406361719
9/29/80,0.271206858,0.479950521,0.278734896,0.401327604
9/30/80,0.264440538,0.470697049,0.271867014,0.392496181
10/1/80,0.259028385,0.464933941,0.266327344,0.387327778
10/2/80,0.252531771,0.456444444,0.259723524,0.379253559
10/3/80,0.246427865,0.449802257,0.2535,0.373173351
10/4/80,0.240977344,0.442569878,0.247935503,0.366353993
10/5/80,0.235505382,0.436587847,0.24235408,0.360865104
10/6/80,0.233181858,0.430776215,0.239923351,0.355492448
10/7/80,0.22583776,0.424326997,0.232481076,0.349535243
10/8/80,0.222413976,0.419068316,0.228957986,0.344726823
10/9/80,0.216445486,0.412241059,0.222907118,0.338388194
10/10/80,0.211974479,0.406271441,0.218334549,0.332867708
10/11/80,0.208112847,0.401402083,0.214388281,0.328421528
10/12/80,0.203404861,0.395298177,0.209495226,0.322803993
10/13/80,0.983040365,2.043407031,0.98421059,1.621968924
10/14/80,1.686322309,2.108313368,1.787686198,1.928873872
10/15/80,1.075551389,1.433984635,1.120040278,1.296576215
10/16/80,1.034102604,1.48336658,1.112716493,1.275102517
10/17/80,0.319742448,0.559984028,0.32949809,0.46075408
10/18/80,0.293783073,0.557554427,0.302912413,0.458231944
10/19/80,0.295527691,0.577872569,0.303397656,0.481717708
10/20/80,0.311713368,0.564231597,0.31900217,0.470592101
10/21/80,0.227889323,0.472240799,0.234848611,0.379926128
10/22/80,0.214701997,0.456064149,0.221459288,0.365278559
10/23/80,0.210655295,0.448590278,0.217237674,0.358749219
10/24/80,0.205881858,0.441273264,0.212334462,0.352866493
10/25/80,0.202101476,0.434546441,0.208429948,0.346734375
10/26/80,0.199157292,0.428141233,0.205393229,0.341673177
10/27/80,0.678252431,1.609961979,0.711841406,1.219763368
10/28/80,0.291856771,0.541707292,0.298324045,0.4486625
10/29/80,0.270535417,0.523696875,0.276907899,0.430356424
10/30/80,0.196592274,0.441818316,0.202893663,0.349615365
10/31/80,0.18960026,0.432259028,0.195822656,0.340780556
11/1/80,0.186344618,0.426158507,0.19248125,0.336159462
11/2/80,0.183399306,0.419931597,0.189470486,0.330398611
11/3/80,0.178710503,0.413191233,0.184723003,0.324519271
11/4/80,0.177457899,0.408291406,0.183398177,0.320506424
11/5/80,0.171621441,0.402237153,0.177495139,0.315822135
11/6/80,0.170245833,0.39706875,0.176059722,0.310974219
11/7/80,0.165823351,0.392445399,0.171571788,0.3076125
11/8/80,0.165475781,0.387542188,0.171168924,0.303123438
11/9/80,1.569049219,3.289519097,1.58384349,2.561677083
11/10/80,0.181559896,0.443533594,0.187523872,0.344390538
11/11/80,1.660914757,2.109699132,1.745923698,1.895947309
11/12/80,1.124913021,1.421559028,1.173629167,1.297957465
11/13/80,0.288128299,0.716074306,0.320183681,0.542909115
11/14/80,0.234187326,0.553189497,0.241296701,0.431857292
11/15/80,0.192238628,0.503685677,0.198879688,0.38587092
11/16/80,0.189625087,0.49476059,0.195943403,0.379399132
11/17/80,0.18179349,0.481967101,0.187951563,0.368548872
11/18/80,0.175527083,0.471359462,0.181567795,0.359726476
11/19/80,0.173282552,0.464813194,0.179234115,0.355052344
11/20/80,0.169970486,0.456055122,0.175845313,0.348120139
11/21/80,0.166369531,0.448576736,0.172191319,0.342271267
11/22/80,0.165406944,0.443244705,0.171184722,0.33866467
11/23/80,0.163645399,0.437911545,0.16939158,0.334940712
11/24/80,0.164346181,0.434505816,0.170075434,0.333145313
11/25/80,0.163022483,0.429234722,0.168722396,0.328980122
11/26/80,0.154828646,0.418597743,0.160492448,0.31959349
11/27/80,0.149298003,0.410256076,0.15490651,0.312340799
11/28/80,0.147656076,0.405131684,0.153213802,0.308385503
11/29/80,0.961198785,2.031126997,0.968975087,1.58625842
11/30/80,0.160745226,0.433905469,0.166644878,0.332509983
12/1/80,2.960422743,3.460700434,3.055757205,3.228333333
12/2/80,3.892520486,4.845657465,4.296796788,4.355626302
12/3/80,3.002008073,3.409880816,3.094286632,3.192257205
12/4/80,4.246940885,4.958420052,4.414017969,4.533879774
12/5/80,1.181909896,1.734344444,1.168999045,1.535043837
12/6/80,0.429906163,1.008374566,0.349466406,0.751106597
12/7/80,0.358586719,1.017149566,0.359322483,0.762069705
12/8/80,0.344708767,0.99518724,0.351076736,0.749439844
12/9/80,0.350739323,1.000795747,0.334647309,0.756145226
12/10/80,0.398866406,1.016392361,0.338135417,0.78204592
12/11/80,0.312601476,1.000074653,0.301979167,0.732844531
12/12/80,0.286288889,0.991194705,0.284927951,0.710140799
12/13/80,0.289779253,1.853121788,0.289839063,1.073258333
12/14/80,0.317629948,2.932653299,0.324917622,1.570459809
12/15/80,0.495207465,3.553423611,0.505657118,1.964305642
12/16/80,0.612423003,3.177570139,0.625515538,2.002457031
12/17/80,1.062596528,3.344096528,1.076813021,2.45101684
12/18/80,1.060003299,2.861780729,1.073820313,2.277488281
12/19/80,0.924946615,2.62992934,0.935102865,2.130299392
12/20/80,0.770115712,2.376476736,0.765868142,1.900432986
12/21/80,0.846474913,2.384119878,0.8536125,1.915133594
12/22/80,0.717925,2.126045052,0.726084983,1.67833724
12/23/80,1.95151441,4.170831076,1.962910851,3.317463455
12/24/80,0.993079253,2.260460764,1.001603733,1.827540451
12/25/80,0.898219878,2.127345052,0.901296094,1.712871875
12/26/80,1.06107309,2.19101684,1.0508875,1.798524045
12/27/80,1.011959722,2.150141319,1.019926736,1.758492622
12/28/80,0.80631033,1.921378559,0.814336024,1.539791319
12/29/80,0.794556163,1.907716146,0.802323438,1.522795399
12/30/80,0.646567188,1.660132726,0.654376215,1.318069097
12/31/80,0.566745833,1.529873177,0.569582813,1.215173872
1/1/81,0.474829514,1.395359288,0.485917882,1.090801563
1/2/81,0.459801649,1.34445842,0.46316901,1.051809462
1/3/81,2.899477344,6.159980035,2.942073785,4.837489583
1/4/81,2.372502257,3.494344705,2.38920816,3.067856684
1/5/81,0.502927344,1.773527257,0.511463108,1.292452778
1/6/81,0.518089497,1.687660677,0.526716667,1.286492188
1/7/81,0.575406858,1.631913021,0.583855729,1.261211024
1/8/81,0.570674045,1.567420833,0.578980729,1.216839497
1/9/81,0.526391667,1.513585938,0.534782986,1.179051476
1/10/81,0.485121181,1.432374306,0.493309375,1.106009983
1/11/81,0.483360764,1.38591059,0.491537674,1.082646094
1/12/81,0.493248438,1.370181944,0.501388108,1.078390625
1/13/81,0.503889931,1.334277344,0.511766667,1.05311059
1/14/81,0.465684375,1.267407465,0.47344375,0.995915104
1/15/81,0.465483507,1.248331771,0.473336545,0.985844618
1/16/81,0.441299219,1.196374653,0.449069878,0.942290104
1/17/81,0.413358247,1.142077083,0.421233854,0.895776736
1/18/81,0.442665799,1.154184462,0.449981684,0.91539974
1/19/81,0.425759028,1.11478724,0.433259983,0.882563455
1/20/81,0.440792535,1.114858333,0.448045226,0.888784722
1/21/81,0.515558333,1.204860764,0.522713976,0.984739844
1/22/81,2.42956684,4.916366406,2.457655642,3.891529688
1/23/81,6.167177431,7.298456163,6.439299479,6.836299392
1/24/81,1.292317361,2.383791493,1.387873003,2.075059549
1/25/81,0.578757292,1.859058681,0.697882205,1.334108073
1/26/81,0.597971788,1.747292535,0.639866319,1.322510764
1/27/81,9.226297483,9.874529167,8.984826997,9.712428646
1/28/81,5.712115365,7.82934592,5.847668576,6.763393316
1/29/81,1.149738281,3.127199653,1.246821875,2.346606076
1/30/81,0.790242014,2.640109288,0.865077778,1.945386806
1/31/81,0.790951823,2.520397569,0.853964583,1.880146441
2/1/81,0.997412587,2.405521354,0.909662587,1.914465538
2/2/81,0.798168403,2.299070313,0.787658941,1.735636545
2/3/81,0.66704783,2.170340972,0.697185938,1.597859115
2/4/81,0.641588368,2.093178299,0.674365972,1.538117795
2/5/81,0.6253,2.131703212,0.656055382,1.521437847
2/6/81,0.62680651,1.996645399,0.656272049,1.468827344
2/7/81,0.621070486,1.953598698,0.650048524,1.440832205
2/8/81,1.51681901,3.671091667,1.602519705,2.902765712
2/9/81,2.931775347,4.409154253,3.009747135,3.835556337
2/10/81,1.016417188,2.730256163,0.955167101,1.984711806
2/11/81,5.636355382,7.508953472,5.690309896,6.746573438
2/12/81,1.77364349,3.898024045,1.240169531,3.013287153
2/13/81,16.48750616,19.79984861,16.25458498,18.33146024
2/14/81,10.84334175,14.59662795,11.0691513,13.41433212
2/15/81,4.105209288,9.892680642,4.403007465,7.668671788
2/16/81,7.946099913,15.04037708,8.516986111,12.082727
2/17/81,6.799284375,14.73802552,7.421118837,11.61765877
2/18/81,3.81380842,12.56899696,4.227836979,9.084209288
2/19/81,3.432717708,11.62743359,3.864303038,8.477211979
2/20/81,2.963264236,9.456154861,3.361169184,7.021092361
2/21/81,2.940757986,9.263786458,3.336771615,6.82663967
2/22/81,3.059826476,8.955347917,3.464683941,6.853912587
2/23/81,7.25849809,13.08408924,7.666577344,11.03047405
2/24/81,3.432824913,8.588671181,3.912665972,6.67781901
2/25/81,3.755965191,7.771546701,4.121259549,6.273235764
2/26/81,2.921116927,6.245637847,3.364743056,4.972560938
2/27/81,2.759086372,5.559205122,3.102038108,4.464824045
2/28/81,2.538890972,5.02162691,2.873881337,4.028275694
3/1/81,2.489553038,5.19990408,2.805448524,4.058434115
3/2/81,2.360706337,4.929818924,2.713474653,3.85721059
3/3/81,2.359655729,5.18590651,2.728130122,3.987492708
3/4/81,2.254627691,4.564671267,2.62763967,3.618469878
3/5/81,2.303048177,5.261213976,2.693264844,3.882503038
3/6/81,2.287703212,5.615561024,2.690055469,4.030660156
3/7/81,2.303774913,4.661876736,2.70566901,3.603198264
3/8/81,2.430102865,4.789110851,2.833285677,3.624146094
3/9/81,2.51374184,4.222249913,2.914607899,3.533906684
3/10/81,2.776495313,4.322288976,3.154499653,3.738253819
3/11/81,2.803527865,4.245936545,3.15074974,3.723764236
3/12/81,2.708633507,4.067595052,3.042896007,3.600565538
3/13/81,2.636491406,3.878050087,2.952812326,3.427673438
3/14/81,2.606571094,3.94655625,2.911015972,3.345846788
3/15/81,3.50409809,5.007603385,3.853977517,4.347474219
3/16/81,2.480124653,3.671124392,2.756059809,3.109901302
3/17/81,2.423255295,3.582095833,2.679333854,3.031057205
3/18/81,4.293350434,6.379197049,4.524151215,5.393687587
3/19/81,9.732100174,11.34413516,10.1960072,10.52529314
3/20/81,3.459583247,4.928631771,3.834363542,4.193484028
3/21/81,3.556507726,4.951836545,3.923993576,4.261841233
3/22/81,3.919692969,4.755278125,4.091092101,4.309612847
3/23/81,4.002724826,5.898578472,3.795198785,4.943259028
3/24/81,3.346438108,6.389519184,3.595865451,4.715657465
3/25/81,20.31103863,22.53613872,20.56361102,21.07437786
3/26/81,6.935094878,9.070283941,7.361877431,8.066407465
3/27/81,7.208376997,8.85236467,7.630650174,8.084267795
3/28/81,11.15923724,13.24181918,11.65850382,12.03463151
3/29/81,6.648852257,9.468240799,7.146861719,7.925697135
3/30/81,5.939088368,7.25387474,6.34387474,6.624751476
3/31/81,6.812335156,8.084496875,6.546591233,7.560478385
4/1/81,7.751874045,8.800421094,7.870427951,8.317930382
4/2/81,5.025753733,6.444740972,5.394980816,5.711484549
4/3/81,4.59431849,5.469549132,4.850163455,5.049219184
4/4/81,4.363607986,5.94725625,4.584868663,5.18205842
4/5/81,4.409510851,5.595519358,4.622611545,4.993567448
4/6/81,4.629043837,5.576695313,4.817627344,5.237099653
4/7/81,4.481945226,5.735847135,4.639232813,5.34642717
4/8/81,4.361933333,6.082228299,4.522403212,6.362355729
4/9/81,4.719978385,6.965851389,4.881504514,6.606803125
